Year,Company,Region,Crop,Season,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Hectare,Rainfall_mm,Temperature_C,Fertilizer_Cost,Pesticide_Cost,Irrigation_Cost,Labor_Cost,Storage_Transport_Cost,Total_Cost,Cost_Per_Hectare,Selling_Price_Per_Tonne,Revenue,Profit,Profit_Margin
2019,Bindisa Agriculture Private Limited,Karnataka,Wheat,Rabi,940,3656.6,3.89,1004,30.0,7689444.4,2554962.3,5187526.3,9949716.7,4479335.0,29860984.7,31767.01,24775.32,90593435.11,60732450.41,67.04
2019,Bindisa Agriculture Private Limited,Karnataka,Rice,Kharif,941,3876.92,4.12,912,23.2,6090838.93,2648148.08,6612011.78,6537277.56,3663689.4,25551965.75,27154.05,29440.9,114140014.03,88588048.28,77.61
2019,Bindisa Agriculture Private Limited,Karnataka,Soybean,Kharif,795,1629.75,2.05,662,32.6,5095143.07,1659057.67,5607731.25,7652268.52,1719386.25,21733586.76,27337.84,47013.47,76620202.73,54886615.97,71.63
2019,Bindisa Agriculture Private Limited,Karnataka,Maize,Kharif,408,1272.96,3.12,1097,29.4,3459911.4,965279.04,1313615.16,2836573.08,1398983.04,9974361.72,24446.97,21460.05,27317785.25,17343423.53,63.49
2019,Bindisa Agriculture Private Limited,Karnataka,Cotton,Kharif,832,1389.44,1.67,845,32.7,4988846.72,3076948.16,5842636.8,10135931.52,1083763.2,25128126.4,30202.07,60067.35,83459978.78,58331852.38,69.89
2019,Bindisa Agriculture Private Limited,Karnataka,Mustard,Rabi,227,283.75,1.25,721,36.9,1748511.76,1001521.73,1004842.74,2280822.22,188977.5,6224675.95,27421.48,59639.89,16922818.79,10698142.84,63.22
2019,Bindisa Agriculture Private Limited,Karnataka,Sugarcane,Annual,942,69858.72,74.16,1046,23.2,4936715.85,2203064.82,6558006.18,9064263.12,50996865.6,73758915.57,78300.33,3637.93,254141133.25,180382217.68,70.98
2019,Bindisa Agriculture Private Limited,Karnataka,Groundnut,Kharif,493,1074.74,2.18,749,24.4,2724298.28,1783055.28,1363179.51,5079208.92,714702.1,11664444.09,23660.13,65165.22,70035668.54,58371224.45,83.34
2020,Bindisa Agriculture Private Limited,Madhya Pradesh,Wheat,Rabi,913,2793.78,3.06,735,36.0,5401782.76,2026166.12,5503290.1,7982258.57,3844241.28,24757738.83,27116.91,28382.95,79295718.05,54537979.22,68.78
2020,Bindisa Agriculture Private Limited,Madhya Pradesh,Rice,Kharif,342,1231.2,3.6,1021,34.8,2018230.92,1191404.88,1409853.96,3624539.94,1562392.8,9806422.5,28673.75,28582.73,35191057.18,25384634.68,72.13
2020,Bindisa Agriculture Private Limited,Madhya Pradesh,Soybean,Kharif,217,418.81,1.93,780,32.2,1178392.46,535267.39,623966.14,2473867.27,479956.26,5291449.52,24384.56,47082.36,19718563.19,14427113.67,73.17
2020,Bindisa Agriculture Private Limited,Madhya Pradesh,Maize,Kharif,516,1867.92,3.62,859,29.1,3335831.64,1242992.4,1877424.72,5478728.04,2232164.4,14167141.2,27455.7,21934.01,40970975.96,26803834.76,65.42
2020,Bindisa Agriculture Private Limited,Madhya Pradesh,Cotton,Kharif,878,1676.98,1.91,918,29.3,6425432.28,2596395.26,6435002.48,11056452.06,1888279.48,28401561.56,32348.02,62056.77,104067962.15,75666400.59,72.71
2020,Bindisa Agriculture Private Limited,Madhya Pradesh,Mustard,Rabi,867,1326.51,1.53,834,30.2,6826896.72,2045989.95,3326505.6,9384147.9,1311918.39,22895458.56,26407.68,59607.38,79069785.64,56174327.08,71.04
2020,Bindisa Agriculture Private Limited,Madhya Pradesh,Sugarcane,Annual,808,63848.16,79.02,652,28.2,6017959.76,3761555.12,2417576.4,9589279.36,83896482.24,105682852.88,130795.61,3492.68,223001191.47,117318338.59,52.61
2020,Bindisa Agriculture Private Limited,Madhya Pradesh,Groundnut,Kharif,704,1478.4,2.1,1048,26.7,6147320.96,3172266.24,3561317.76,6390574.08,1049664.0,20321143.04,28865.26,59024.23,87261421.63,66940278.59,76.71
2020,Bindisa Agriculture Private Limited,Maharashtra,Wheat,Rabi,499,1596.8,3.2,1039,35.5,3200910.35,2049452.88,1894982.44,5473910.24,1620752.0,14240007.91,28537.09,25133.15,40132613.92,25892606.01,64.52
2020,Bindisa Agriculture Private Limited,Maharashtra,Rice,Kharif,345,1742.25,5.05,817,20.6,2523671.55,1389880.8,997660.65,2717337.3,2331130.5,9959680.8,28868.64,31253.01,54450556.67,44490875.87,81.71
2020,Bindisa Agriculture Private Limited,Maharashtra,Soybean,Kharif,139,248.81,1.79,1172,24.6,855879.99,607403.59,394229.02,1629490.05,345348.28,3832350.93,27570.87,43920.28,10927804.87,7095453.94,64.93
2020,Bindisa Agriculture Private Limited,Maharashtra,Maize,Kharif,239,898.64,3.76,688,30.4,1586505.9,922205.4,1376013.82,1950438.37,1069381.6,6904545.09,28889.31,26510.48,23823377.75,16918832.66,71.02
2020,Bindisa Agriculture Private Limited,Maharashtra,Cotton,Kharif,857,1371.2,1.6,931,20.6,5941066.8,3099443.34,3319898.02,6990094.79,1059937.6,20410440.55,23816.15,67038.78,91923575.14,71513134.59,77.8
2020,Bindisa Agriculture Private Limited,Maharashtra,Mustard,Rabi,447,697.32,1.56,850,32.7,2559419.19,943277.28,2917046.01,4000645.53,866071.44,11286459.45,25249.35,51339.24,35799878.84,24513419.39,68.47
2020,Bindisa Agriculture Private Limited,Maharashtra,Sugarcane,Annual,420,38186.4,90.92,823,29.0,2813638.8,1598179.8,2614495.8,5715633.0,26310429.6,39052377.0,92981.85,3720.96,142090066.94,103037689.94,72.52
2020,Bindisa Agriculture Private Limited,Maharashtra,Groundnut,Kharif,868,1779.4,2.05,888,35.4,7605858.68,3821378.68,4072100.48,6492275.44,2145956.4,24137569.68,27808.26,64912.6,115505480.44,91367910.76,79.1
2020,Bindisa Agriculture Private Limited,Rajasthan,Wheat,Rabi,289,1199.35,4.15,655,30.8,2159078.54,1285240.8,994171.56,2307448.25,815558.0,7561497.15,26164.35,28558.34,34251445.08,26689947.93,77.92
2020,Bindisa Agriculture Private Limited,Rajasthan,Rice,Kharif,513,1995.57,3.89,459,25.9,3874488.93,2406108.51,3315318.93,3963396.96,2340803.61,15900116.94,30994.38,27816.08,55508934.77,39608817.83,71.36
2020,Bindisa Agriculture Private Limited,Rajasthan,Soybean,Kharif,343,617.4,1.8,312,30.8,2566243.68,844572.33,2670553.41,4213514.9,601965.0,10896849.32,31769.24,44513.52,27482647.25,16585797.93,60.35
2020,Bindisa Agriculture Private Limited,Rajasthan,Maize,Kharif,574,1779.4,3.1,373,27.6,3900990.1,1546005.86,3117038.12,4845736.7,1220668.4,14630439.18,25488.57,22362.6,39792010.44,25161571.26,63.23
2020,Bindisa Agriculture Private Limited,Rajasthan,Cotton,Kharif,315,579.6,1.84,651,33.5,2416840.65,1009449.0,1207561.95,2535639.75,784778.4,7954269.75,25251.65,62358.94,36143241.62,28188971.87,77.99
2020,Bindisa Agriculture Private Limited,Rajasthan,Mustard,Rabi,239,279.63,1.17,509,35.3,1324432.84,681233.65,1653456.97,1891823.62,244955.88,5795902.96,24250.64,57856.24,16178340.39,10382437.43,64.17
2020,Bindisa Agriculture Private Limited,Rajasthan,Sugarcane,Annual,579,38422.44,66.36,306,21.1,4875955.86,2540848.86,4164694.89,5991758.34,42572063.52,60145321.47,103877.93,3813.99,146542801.94,86397480.47,58.96
2020,Bindisa Agriculture Private Limited,Rajasthan,Groundnut,Kharif,657,926.37,1.41,525,37.4,5187645.72,1387859.94,4255244.46,5289336.18,746654.22,16866740.52,25672.36,59553.21,55168307.15,38301566.63,69.43
2020,Bindisa Agriculture Private Limited,Gujarat,Wheat,Rabi,919,2986.75,3.25,579,33.5,6372879.02,2892938.48,6727484.36,11483603.44,2189287.75,29666193.05,32280.95,26093.84,77935776.62,48269583.57,61.94
2020,Bindisa Agriculture Private Limited,Gujarat,Rice,Kharif,572,2591.16,4.53,836,25.5,3574410.84,2419102.4,2777603.4,5957974.88,3039430.68,17768522.2,31063.85,31551.73,81755580.71,63987058.51,78.27
2020,Bindisa Agriculture Private Limited,Gujarat,Soybean,Kharif,611,1167.01,1.91,657,29.5,3852086.16,2384244.2,4179753.24,6579981.2,1364234.69,18360299.49,30049.59,49424.22,57678558.98,39318259.49,68.17
2020,Bindisa Agriculture Private Limited,Gujarat,Maize,Kharif,805,2270.1,2.82,499,33.3,5053234.55,3389589.35,2888565.4,10665404.75,2331392.7,24328186.75,30221.35,25075.0,56922757.5,32594570.75,57.26
2020,Bindisa Agriculture Private Limited,Gujarat,Cotton,Kharif,677,832.71,1.23,464,28.4,6009701.92,2331120.87,3302236.75,6097515.59,974270.7,18714845.83,27643.79,64479.12,53692408.02,34977562.19,65.14
2020,Bindisa Agriculture Private Limited,Gujarat,Mustard,Rabi,845,1233.7,1.46,566,30.3,5422221.35,1815389.55,5949983.0,6238271.65,1195455.3,20621320.85,24403.93,55424.34,68377008.26,47755687.41,69.84
2020,Bindisa Agriculture Private Limited,Gujarat,Sugarcane,Annual,614,39277.58,63.97,544,32.6,3699669.28,2638892.18,4548960.22,6689922.96,40887960.78,58465405.42,95220.53,3846.43,151078462.04,92613056.62,61.3
2020,Bindisa Agriculture Private Limited,Gujarat,Groundnut,Kharif,810,1198.8,1.48,537,22.6,6989919.3,3174025.5,2817333.9,10532114.1,881118.0,24394510.8,30116.68,58371.14,69975322.63,45580811.83,65.14
2020,Bindisa Agriculture Private Limited,Uttar Pradesh,Wheat,Rabi,792,3302.64,4.17,851,33.6,4144607.28,3601604.16,4703149.44,10673593.92,4088668.32,27211623.12,34358.11,24257.83,80114879.67,52903256.55,66.03
2020,Bindisa Agriculture Private Limited,Uttar Pradesh,Rice,Kharif,222,854.7,3.85,843,37.1,1686358.62,494123.16,1365009.18,1598277.9,920511.9,6064280.76,27316.58,28475.31,24337847.46,18273566.7,75.08
2020,Bindisa Agriculture Private Limited,Uttar Pradesh,Soybean,Kharif,436,963.56,2.21,772,20.6,3359946.8,1586826.36,1497956.48,3428856.6,879730.28,10753316.52,24663.57,51201.13,49335360.82,38582044.3,78.2
2020,Bindisa Agriculture Private Limited,Uttar Pradesh,Maize,Kharif,437,1730.52,3.96,733,25.9,3264765.82,1123186.14,1337058.31,3524365.67,1798010.28,11047386.22,25280.06,26133.54,45224613.64,34177227.42,75.57
2020,Bindisa Agriculture Private Limited,Uttar Pradesh,Cotton,Kharif,529,814.66,1.54,1032,31.3,3271108.53,1103054.93,2729671.74,5820877.95,966186.76,13890899.91,26258.79,74459.13,60658874.85,46767974.94,77.1
2020,Bindisa Agriculture Private Limited,Uttar Pradesh,Mustard,Rabi,241,327.76,1.36,796,37.1,1767115.63,1118008.64,1296375.15,1787868.14,407405.68,6376773.24,26459.64,50842.03,16663983.75,10287210.51,61.73
2020,Bindisa Agriculture Private Limited,Uttar Pradesh,Sugarcane,Annual,842,70576.44,83.82,799,25.8,5398381.96,3337965.86,3078234.12,9756001.4,77210625.36,98781208.7,117317.35,3330.4,235047775.78,136266567.08,57.97
2020,Bindisa Agriculture Private Limited,Uttar Pradesh,Groundnut,Kharif,326,524.86,1.61,1002,34.7,2326766.32,731289.72,1626391.18,2649415.04,353230.78,7687093.04,23580.04,61260.26,32153060.06,24465967.02,76.09
2020,Bindisa Agriculture Private Limited,Punjab,Wheat,Rabi,635,2774.95,4.37,669,26.5,4844357.85,2500045.8,2680696.95,8396471.65,3854405.55,22275977.8,35080.28,28832.33,80008274.13,57732296.33,72.16
2020,Bindisa Agriculture Private Limited,Punjab,Rice,Kharif,537,2733.33,5.09,711,31.5,2917870.05,1854910.77,3695773.62,4114284.57,3282729.33,15865568.34,29544.82,33386.43,91256130.71,75390562.37,82.61
2020,Bindisa Agriculture Private Limited,Punjab,Soybean,Kharif,856,1677.76,1.96,804,33.6,4923652.08,3286166.88,5569315.76,6940884.56,1971368.0,22691387.28,26508.63,51443.3,86309511.01,63618123.73,73.71
2020,Bindisa Agriculture Private Limited,Punjab,Maize,Kharif,494,1595.62,3.23,742,35.0,3858065.9,1844225.5,3810142.96,4386295.16,1057896.06,14956625.58,30276.57,24537.77,39152956.57,24196330.99,61.8
2020,Bindisa Agriculture Private Limited,Punjab,Cotton,Kharif,203,320.74,1.58,579,21.7,1513486.8,426387.29,1042845.51,1715285.04,291873.4,4989878.04,24580.68,66332.6,21275518.12,16285640.08,76.55
2020,Bindisa Agriculture Private Limited,Punjab,Mustard,Rabi,543,689.61,1.27,613,37.0,4664527.47,1496839.23,1698075.03,5409099.93,864770.94,14133312.6,26028.2,54708.38,37727445.93,23594133.33,62.54
2020,Bindisa Agriculture Private Limited,Punjab,Sugarcane,Annual,480,40656.0,84.7,706,27.9,4090900.8,2333472.0,2595072.0,3701640.0,37932048.0,50653132.8,105527.36,3302.29,134257902.24,83604769.44,62.27
2020,Bindisa Agriculture Private Limited,Punjab,Groundnut,Kharif,806,1910.22,2.37,653,28.3,5604206.66,3291889.38,4219627.62,6931680.6,2613180.96,22660585.22,28114.87,63041.55,120423229.64,97762644.42,81.18
2020,Bindisa Agriculture Private Limited,Haryana,Wheat,Rabi,370,1158.1,3.13,719,37.3,2466582.8,1186911.9,1161907.3,3768435.2,752765.0,9336602.2,25234.06,24508.37,28383143.3,19046541.1,67.11
2020,Bindisa Agriculture Private Limited,Haryana,Rice,Kharif,317,1201.43,3.79,594,21.5,2604605.14,1081163.37,1256001.55,3830200.05,1111322.75,9883292.86,31177.58,34397.83,41326584.9,31443292.04,76.08
2020,Bindisa Agriculture Private Limited,Haryana,Soybean,Kharif,335,680.05,2.03,600,20.1,2985831.55,1134886.2,2135762.35,2708682.7,732413.85,9697576.65,28947.99,47020.36,31976195.82,22278619.17,69.67
2020,Bindisa Agriculture Private Limited,Haryana,Maize,Kharif,270,880.2,3.26,733,22.3,1992116.7,821391.3,2080701.0,2511261.9,871398.0,8276868.9,30655.07,22317.18,19643581.84,11366712.94,57.86
2020,Bindisa Agriculture Private Limited,Haryana,Cotton,Kharif,895,1306.7,1.46,506,27.8,4765561.75,3022253.9,6314735.15,11451005.9,1132908.9,26686465.6,29817.28,67062.69,87630817.02,60944351.42,69.55
2020,Bindisa Agriculture Private Limited,Haryana,Mustard,Rabi,533,719.55,1.35,463,24.3,2964108.94,1444872.39,2083358.42,4858652.11,715232.7,12066224.56,22638.32,59019.67,42467603.55,30401378.99,71.59
2020,Bindisa Agriculture Private Limited,Haryana,Sugarcane,Annual,920,58880.0,64.0,350,23.8,7946187.2,3236035.6,5022022.4,10201484.4,51166720.0,77572449.6,84317.88,3399.32,200151961.6,122579512.0,61.24
2020,Bindisa Agriculture Private Limited,Haryana,Groundnut,Kharif,823,1152.2,1.4,412,37.1,4922223.09,4065521.24,5766365.96,8728491.1,1311203.6,24793804.99,30126.13,57011.61,65688777.04,40894972.05,62.26
2020,Bindisa Agriculture Private Limited,Karnataka,Wheat,Rabi,729,3032.64,4.16,930,33.4,3828430.98,3451785.84,2860596.0,5840383.5,3075096.96,19056293.28,26140.32,28512.4,86467844.74,67411551.46,77.96
2020,Bindisa Agriculture Private Limited,Karnataka,Rice,Kharif,463,1856.63,4.01,1004,20.1,4010612.49,1317188.7,2417369.3,3742632.72,2328214.02,13816017.23,29840.21,30785.91,57158044.08,43342026.85,75.83
2020,Bindisa Agriculture Private Limited,Karnataka,Soybean,Kharif,424,716.56,1.69,1046,27.8,3761058.08,1322239.76,2583012.24,4782431.68,467197.12,12915938.88,30462.12,47122.27,33765933.79,20849994.91,61.75
2020,Bindisa Agriculture Private Limited,Karnataka,Maize,Kharif,447,1466.16,3.28,999,28.4,2912173.71,1249257.72,1272157.53,5725926.96,1397250.48,12556766.4,28091.2,24882.56,36481814.17,23925047.77,65.58
2020,Bindisa Agriculture Private Limited,Karnataka,Cotton,Kharif,419,687.16,1.64,592,33.4,3354534.95,1968876.81,1645982.84,2977749.2,725640.96,10672784.76,25472.04,67903.69,46660699.62,35987914.86,77.13
2020,Bindisa Agriculture Private Limited,Karnataka,Mustard,Rabi,455,605.15,1.33,666,35.7,2734668.3,967102.5,3200861.3,5415278.05,478068.5,12795978.65,28123.03,54887.18,33214976.98,20418998.33,61.48
2020,Bindisa Agriculture Private Limited,Karnataka,Sugarcane,Annual,921,72059.04,78.24,883,28.5,7369556.49,3605972.88,2715522.45,12085831.71,95045873.76,120822757.29,131186.49,3839.99,276705993.01,155883235.72,56.34
2020,Bindisa Agriculture Private Limited,Karnataka,Groundnut,Kharif,708,1267.32,1.79,639,22.1,6157553.88,2285834.64,4826336.88,6836667.48,1127914.8,21234307.68,29991.96,63164.72,80049912.95,58815605.27,73.47
2021,Bindisa Agriculture Private Limited,Madhya Pradesh,Wheat,Rabi,417,1296.87,3.11,1089,36.9,3122800.41,1772489.77,1896966.36,5580621.34,1329291.75,13702169.63,32858.92,27943.6,36239216.53,22537046.9,62.19
2021,Bindisa Agriculture Private Limited,Madhya Pradesh,Rice,Kharif,678,2928.96,4.32,1028,20.0,4694133.0,2418632.79,5060429.28,7385179.41,3426883.2,22985257.68,33901.56,33440.61,97946209.07,74960951.39,76.53
2021,Bindisa Agriculture Private Limited,Madhya Pradesh,Soybean,Kharif,497,989.03,1.99,770,34.7,3113240.31,1676490.34,3285853.38,6461144.13,931666.26,15468394.42,31123.53,46547.53,46036903.6,30568509.18,66.4
2021,Bindisa Agriculture Private Limited,Madhya Pradesh,Maize,Kharif,783,2630.88,3.36,668,34.9,6846583.32,1817401.73,5012296.2,7075869.21,2344114.08,23096264.54,29497.15,23563.1,61991688.53,38895423.99,62.74
2021,Bindisa Agriculture Private Limited,Madhya Pradesh,Cotton,Kharif,680,958.8,1.41,757,35.1,4214799.8,3369678.8,2768446.6,6209902.8,1245481.2,17808309.2,26188.69,68013.62,65211458.86,47403149.66,72.69
2021,Bindisa Agriculture Private Limited,Madhya Pradesh,Mustard,Rabi,196,325.36,1.66,1090,28.7,1474019.96,480958.52,1407949.34,2314918.76,391408.08,6069254.66,30965.58,58128.34,18912636.7,12843382.04,67.91
2021,Bindisa Agriculture Private Limited,Madhya Pradesh,Sugarcane,Annual,286,23431.98,81.93,1074,32.1,1785030.39,1379267.89,2013231.22,3959917.39,20315526.66,29452973.55,102982.43,3686.28,86376839.23,56923865.68,65.9
2021,Bindisa Agriculture Private Limited,Madhya Pradesh,Groundnut,Kharif,407,814.0,2.0,816,33.5,3032206.98,1040300.14,1234317.04,5530405.54,585266.0,11422495.7,28065.1,62803.58,51122114.12,39699618.42,77.66
2021,Bindisa Agriculture Private Limited,Maharashtra,Wheat,Rabi,827,2472.73,2.99,1160,34.6,6828642.38,1932670.05,5090271.83,7729741.58,2994476.03,24575801.87,29716.81,28864.29,71373595.81,46797793.94,65.57
2021,Bindisa Agriculture Private Limited,Maharashtra,Rice,Kharif,931,4077.78,4.38,980,28.0,6290445.8,3270440.08,5724062.65,9680291.29,3498735.24,28463975.06,30573.55,35879.8,146309930.84,117845955.78,80.55
2021,Bindisa Agriculture Private Limited,Maharashtra,Soybean,Kharif,590,1197.7,2.03,715,21.1,4888445.0,2523241.2,3304053.1,6612124.1,1149792.0,18477655.4,31318.06,48999.14,58686269.98,40208614.58,68.51
2021,Bindisa Agriculture Private Limited,Maharashtra,Maize,Kharif,565,1937.95,3.43,654,33.2,4316422.03,2861369.05,2744015.73,4319628.4,1798417.6,16039852.81,28389.12,24916.3,48286543.59,32246690.78,66.78
2021,Bindisa Agriculture Private Limited,Maharashtra,Cotton,Kharif,223,363.49,1.63,1116,32.9,1814256.64,553034.43,695532.54,2962087.81,383481.95,6408393.37,28737.19,65416.47,23778232.68,17369839.31,73.05
2021,Bindisa Agriculture Private Limited,Maharashtra,Mustard,Rabi,862,1396.44,1.62,760,30.6,6186233.51,4359616.72,6188190.25,10836426.12,1832129.28,29402595.88,34109.74,56026.01,78236961.4,48834365.52,62.42
2021,Bindisa Agriculture Private Limited,Maharashtra,Sugarcane,Annual,697,61531.16,88.28,960,21.5,6183198.52,3477653.62,3421485.88,6478276.96,51993830.2,71554445.18,102660.61,4128.04,254003089.73,182448644.55,71.83
2021,Bindisa Agriculture Private Limited,Maharashtra,Groundnut,Kharif,381,750.57,1.97,1018,33.8,2654718.46,926708.2,3107045.48,4586838.04,666506.16,11941816.34,31343.35,63393.43,47581206.76,35639390.42,74.9
2021,Bindisa Agriculture Private Limited,Rajasthan,Wheat,Rabi,797,2534.46,3.18,381,31.0,5873535.33,1839041.64,5190566.11,9424975.3,1662605.76,23990724.14,30101.28,26614.28,67452828.09,43462103.95,64.43
2021,Bindisa Agriculture Private Limited,Rajasthan,Rice,Kharif,192,837.12,4.36,698,27.1,1074127.68,808701.12,1516941.12,2649035.52,755082.24,6803887.68,35436.92,34946.66,29254548.02,22450660.34,76.74
2021,Bindisa Agriculture Private Limited,Rajasthan,Soybean,Kharif,283,469.78,1.66,394,28.5,1805493.3,686415.08,1781402.93,2900481.15,316631.72,7490424.18,26467.93,50367.53,23661658.24,16171234.06,68.34
2021,Bindisa Agriculture Private Limited,Rajasthan,Maize,Kharif,601,2217.69,3.69,691,28.4,5422973.25,2389518.9,4654207.11,6943452.17,1643308.29,21053459.72,35030.72,24435.63,54190652.29,33137192.57,61.15
2021,Bindisa Agriculture Private Limited,Rajasthan,Cotton,Kharif,651,950.46,1.46,445,24.9,5555676.32,2795940.84,4978607.13,8016163.37,740408.34,22086796.0,33927.49,74102.72,70431671.25,48344875.25,68.64
2021,Bindisa Agriculture Private Limited,Rajasthan,Mustard,Rabi,586,890.72,1.52,586,21.1,5071463.75,2854652.12,4289959.5,4781475.79,803429.44,17800980.6,30377.1,60564.47,53945984.72,36145004.12,67.0
2021,Bindisa Agriculture Private Limited,Rajasthan,Sugarcane,Annual,582,32312.64,55.52,382,23.0,3949548.03,1379930.73,4072414.05,4876327.74,29469127.68,43747348.23,75167.26,3978.75,128563916.4,84816568.17,65.97
2021,Bindisa Agriculture Private Limited,Rajasthan,Groundnut,Kharif,883,1677.7,1.9,396,28.9,7648828.56,4056925.84,3990780.31,7920426.12,1459599.0,25076559.83,28399.28,66563.66,111673852.38,86597292.55,77.54
2021,Bindisa Agriculture Private Limited,Gujarat,Wheat,Rabi,243,869.94,3.58,871,27.5,1764324.58,735571.94,1280838.42,2382679.4,1022179.5,7185593.84,29570.35,25848.45,22486600.59,15301006.75,68.04
2021,Bindisa Agriculture Private Limited,Gujarat,Rice,Kharif,717,2939.7,4.1,582,20.2,5901641.34,3412242.44,4319623.86,9799719.39,2098945.8,25532172.83,35609.73,31181.59,91664520.12,66132347.29,72.15
2021,Bindisa Agriculture Private Limited,Gujarat,Soybean,Kharif,361,703.95,1.95,942,37.1,2037202.42,1053428.69,1132097.8,2853394.54,806726.7,7882850.15,21836.15,49126.37,34582508.16,26699658.01,77.21
2021,Bindisa Agriculture Private Limited,Gujarat,Maize,Kharif,822,2408.46,2.93,854,34.8,6863860.29,3387614.07,2934190.65,11366373.51,3065969.58,27618008.1,33598.55,26773.3,64482422.12,36864414.02,57.17
2021,Bindisa Agriculture Private Limited,Gujarat,Cotton,Kharif,863,1458.47,1.69,676,26.6,7249316.5,3886675.84,4940623.22,8984019.86,1099686.38,26160321.8,30313.23,65618.12,95702059.48,69541737.68,72.66
2021,Bindisa Agriculture Private Limited,Gujarat,Mustard,Rabi,239,363.28,1.52,842,36.5,1865218.14,819220.3,770663.86,2820342.21,320049.68,6595494.19,27596.21,58552.13,21270817.79,14675323.6,68.99
2021,Bindisa Agriculture Private Limited,Gujarat,Sugarcane,Annual,834,72966.66,87.49,696,31.5,6670619.73,1872355.02,6177446.34,6962169.45,59978594.52,81661185.06,97915.09,3532.15,257729188.12,176068003.06,68.32
2021,Bindisa Agriculture Private Limited,Gujarat,Groundnut,Kharif,535,1219.8,2.28,877,29.0,3427177.9,1205948.85,3677354.6,6075893.35,1289328.6,15675703.3,29300.38,59312.98,72349973.0,56674269.7,78.33
2021,Bindisa Agriculture Private Limited,Uttar Pradesh,Wheat,Rabi,136,519.52,3.82,782,28.9,1041930.0,349625.4,659734.64,1702745.16,544456.96,4298492.16,31606.56,30435.51,15811856.16,11513364.0,72.81
2021,Bindisa Agriculture Private Limited,Uttar Pradesh,Rice,Kharif,618,2861.34,4.63,677,26.2,3908367.96,3014044.71,3252530.91,6960289.89,3344906.46,20480139.93,33139.39,30772.9,88051729.69,67571589.76,76.74
2021,Bindisa Agriculture Private Limited,Uttar Pradesh,Soybean,Kharif,669,1485.18,2.22,760,21.4,4590818.49,1715292.58,3778351.44,7220326.33,1651520.16,18956309.0,28335.29,45536.82,67630374.33,48674065.33,71.97
2021,Bindisa Agriculture Private Limited,Uttar Pradesh,Maize,Kharif,680,2672.4,3.93,941,30.8,5414948.8,1633128.8,2297648.6,8269065.2,2242143.6,19856935.0,29201.38,27643.77,73875210.95,54018275.95,73.12
2021,Bindisa Agriculture Private Limited,Uttar Pradesh,Cotton,Kharif,897,1489.02,1.66,798,22.2,5669771.05,4399188.5,3441161.1,8364668.52,1204617.18,23079406.35,25729.55,75617.92,112596595.24,89517188.89,79.5
2021,Bindisa Agriculture Private Limited,Uttar Pradesh,Mustard,Rabi,407,577.94,1.42,937,31.5,2578576.99,1949407.9,1632975.57,4032779.85,759413.16,10953153.47,26911.92,57463.51,33210460.97,22257307.5,67.02
2021,Bindisa Agriculture Private Limited,Uttar Pradesh,Sugarcane,Annual,243,16589.61,68.27,763,36.5,1805971.14,712955.93,1312831.8,2892642.84,12790589.31,19514991.02,80308.61,4080.75,67698051.01,48183059.99,71.17
2021,Bindisa Agriculture Private Limited,Uttar Pradesh,Groundnut,Kharif,750,1582.5,2.11,688,34.8,5955345.0,3257733.75,2469476.25,6083032.5,2076240.0,19841827.5,26455.77,67014.84,106050984.3,86209156.8,81.29
2021,Bindisa Agriculture Private Limited,Punjab,Wheat,Rabi,322,1407.14,4.37,705,29.5,2697534.07,975439.43,2524666.76,4041367.26,1526746.9,11765754.42,36539.61,29689.22,41776889.03,30011134.61,71.84
2021,Bindisa Agriculture Private Limited,Punjab,Rice,Kharif,726,2620.86,3.61,537,26.0,5988904.68,2986212.24,3276263.76,7616324.43,3050681.04,22918386.15,31568.02,31000.14,81247026.92,58328640.77,71.79
2021,Bindisa Agriculture Private Limited,Punjab,Soybean,Kharif,138,231.84,1.68,472,32.1,956069.52,475215.42,463781.43,1601855.01,285858.72,3782780.1,27411.45,45966.72,10656924.36,6874144.26,64.5
2021,Bindisa Agriculture Private Limited,Punjab,Maize,Kharif,380,832.2,2.19,452,37.4,2608071.1,1619531.5,2657670.6,3890326.0,548419.8,11324019.0,29800.05,26800.71,22303550.86,10979531.86,49.23
2021,Bindisa Agriculture Private Limited,Punjab,Cotton,Kharif,421,762.01,1.81,680,30.8,3325253.77,1402923.56,2459416.75,4529397.96,950226.47,12667218.51,30088.41,77165.67,58801012.2,46133793.69,78.46
2021,Bindisa Agriculture Private Limited,Punjab,Mustard,Rabi,433,407.02,0.94,503,34.6,3172833.48,2228256.97,3235248.27,4068264.49,563315.68,13267918.89,30641.85,56567.13,23023953.25,9756034.36,42.37
2021,Bindisa Agriculture Private Limited,Punjab,Sugarcane,Annual,943,66434.35,70.45,660,37.4,6640172.22,3269781.77,3899121.12,9021600.85,78724704.75,101555380.71,107693.94,3587.39,238325922.85,136770542.14,57.39
2021,Bindisa Agriculture Private Limited,Punjab,Groundnut,Kharif,273,507.78,1.86,742,31.6,1756877.85,1348488.96,1451670.68,3839413.31,425011.86,8821462.66,32313.05,68945.02,35008902.26,26187439.6,74.8
2021,Bindisa Agriculture Private Limited,Haryana,Wheat,Rabi,139,499.01,3.59,622,30.3,840098.62,352604.78,875122.45,1650064.14,591326.85,4309216.84,31001.56,28842.34,14392616.08,10083399.24,70.06
